name,openapi_url,logo_url,description,category,publish_npm
azure-com-network-virtualNetworkTap,https://api.apis.guru/v2/specs/azure.com/network-virtualNetworkTap/2019-08-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-virtualRouter,https://api.apis.guru/v2/specs/azure.com/network-virtualRouter/2019-11-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-virtualWan,https://api.apis.guru/v2/specs/azure.com/network-virtualWan/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,REST API for Azure VirtualWAN As a Service.,Cloud,true
azure-com-network-vmssNetworkInterface,https://api.apis.guru/v2/specs/azure.com/network-vmssNetworkInterface/2018-10-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-vmssPublicIpAddress,https://api.apis.guru/v2/specs/azure.com/network-vmssPublicIpAddress/2018-10-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-notificationhubs,https://api.apis.guru/v2/specs/azure.com/notificationhubs/2017-04-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Azure NotificationHub client,Cloud,true
azure-com-operationalinsights-Clusters,https://api.apis.guru/v2/specs/azure.com/operationalinsights-Clusters/2019-08-01-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Azure Log Analytics API reference,Cloud,true
azure-com-operationalinsights-OperationalInsights,https://api.apis.guru/v2/specs/azure.com/operationalinsights-OperationalInsights/2015-11-01-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Azure Log Analytics API reference,Cloud,true
azure-com-operationalinsights-swagger,https://api.apis.guru/v2/specs/azure.com/operationalinsights-swagger/2017-10-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,This API exposes Azure Log Analytics query capabilities,Cloud,true
azure-com-operationsmanagement-OperationsManagement,https://api.apis.guru/v2/specs/azure.com/operationsmanagement-OperationsManagement/2015-11-01-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Azure Log Analytics API reference for Solution.,Cloud,true
azure-com-peering,https://api.apis.guru/v2/specs/azure.com/peering/2019-07-01-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,APIs to manage Peering resources through the Azure Resource Manager.,Cloud,true
azure-com-portal,https://api.apis.guru/v2/specs/azure.com/portal/2019-01-01-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Allows creation and deletion of Azure Shared Dashboards.,Cloud,true
azure-com-postgresql,https://api.apis.guru/v2/specs/azure.com/postgresql/2017-12-01-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,"The Microsoft Azure management API provides create, read, update, and delete functionality for Azure PostgreSQL resources including servers, databases, firewall rules, VNET rules, security alert po...",Cloud,true
azure-com-postgresql-DataEncryptionKeys,https://api.apis.guru/v2/specs/azure.com/postgresql-DataEncryptionKeys/2020-01-01-privatepreview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,"The Microsoft Azure management API provides create, read, update, and delete functionality for Azure PostgreSQL resources including servers, databases, firewall rules, VNET rules, security alert po...",Cloud,true
azure-com-postgresql-PrivateEndpointConnections,https://api.apis.guru/v2/specs/azure.com/postgresql-PrivateEndpointConnections/2018-06-01-privatepreview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,"The Microsoft Azure management API provides create, read, update, and delete functionality for Azure PostgreSQL resources including servers, databases, firewall rules, VNET rules, security alert po...",Cloud,true
azure-com-postgresql-PrivateLinkResources,https://api.apis.guru/v2/specs/azure.com/postgresql-PrivateLinkResources/2018-06-01-privatepreview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,"The Microsoft Azure management API provides create, read, update, and delete functionality for Azure PostgreSQL resources including servers, databases, firewall rules, VNET rules, security alert po...",Cloud,true
azure-com-powerbidedicated,https://api.apis.guru/v2/specs/azure.com/powerbidedicated/2017-10-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,"PowerBI Dedicated Web API provides a RESTful set of web services that enables users to create, retrieve, update, and delete Power BI dedicated capacities",Cloud,true
azure-com-powerbiembedded,https://api.apis.guru/v2/specs/azure.com/powerbiembedded/2016-01-29/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Client to manage your Power BI Embedded workspace collections and retrieve workspaces.,Cloud,true
azure-com-privatedns,https://api.apis.guru/v2/specs/azure.com/privatedns/2018-09-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Private DNS Management Client.,Cloud,true
azure-com-provisioningservices-iotdps,https://api.apis.guru/v2/specs/azure.com/provisioningservices-iotdps/2017-11-15/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,API for using the Azure IoT Hub Device Provisioning Service features.,Cloud,true
azure-com-redis,https://api.apis.guru/v2/specs/azure.com/redis/2018-03-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,REST API for Azure Redis Cache Service.,Cloud,true
azure-com-relay,https://api.apis.guru/v2/specs/azure.com/relay/2017-04-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Use these API to manage Azure Relay resources through Azure Resource Manager.,Cloud,true
azure-com-reservations,https://api.apis.guru/v2/specs/azure.com/reservations/2019-04-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,This API describe Azure Reservation,Cloud,true
azure-com-reservations-quota,https://api.apis.guru/v2/specs/azure.com/reservations-quota/2019-07-19-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Microsoft Azure Quota Resource Provider.,Cloud,true
azure-com-resourcegraph,https://api.apis.guru/v2/specs/azure.com/resourcegraph/2019-04-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Azure Resource Graph API Reference,Cloud,true
azure-com-resourcegraph-graphquery,https://api.apis.guru/v2/specs/azure.com/resourcegraph-graphquery/2018-09-01-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Azure Resource Graph Query API Reference,Cloud,true
azure-com-resourcehealth,https://api.apis.guru/v2/specs/azure.com/resourcehealth/2017-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Resource Health Client.,Cloud,true
azure-com-resourcehealth-ResourceHealth,https://api.apis.guru/v2/specs/azure.com/resourcehealth-ResourceHealth/2018-07-01-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Resource Health Client.,Cloud,true
azure-com-resources,https://api.apis.guru/v2/specs/azure.com/resources/2019-08-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Provides operations for working with resources and resource groups.,Cloud,true
azure-com-resources-deploymentScripts,https://api.apis.guru/v2/specs/azure.com/resources-deploymentScripts/2019-10-01-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The APIs listed in this specification can be used to manage Deployment Scripts resource through the Azure Resource Manager.,Cloud,true
azure-com-resources-features,https://api.apis.guru/v2/specs/azure.com/resources-features/2015-12-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Azure Feature Exposure Control (AFEC) provides a mechanism for the resource providers to control feature exposure to users. Resource providers typically use this mechanism to provide public/private...,Cloud,true
azure-com-resources-links,https://api.apis.guru/v2/specs/azure.com/resources-links/2016-09-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,"Azure resources can be linked together to form logical relationships. You can establish links between resources belonging to different resource groups. However, all the linked resources must belong...",Cloud,true
azure-com-resources-locks,https://api.apis.guru/v2/specs/azure.com/resources-locks/2016-09-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Azure resources can be locked to prevent other users in your organization from deleting or modifying resources.,Cloud,true
azure-com-resources-managedapplications,https://api.apis.guru/v2/specs/azure.com/resources-managedapplications/2018-06-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,ARM applications,Cloud,true
azure-com-resources-management,https://api.apis.guru/v2/specs/azure.com/resources-management/2017-08-31-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Azure Management Groups API enables consolidation of multiple,Cloud,true
azure-com-resources-policy,https://api.apis.guru/v2/specs/azure.com/resources-policy/2016-04-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,"To manage and control access to your resources, you can define customized policies and assign them at a scope.",Cloud,true
azure-com-resources-policyAssignments,https://api.apis.guru/v2/specs/azure.com/resources-policyAssignments/2019-06-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,"To manage and control access to your resources, you can define customized policies and assign them at a scope.",Cloud,true
