name,openapi_url,logo_url,description,category,publish_npm
azure-com-mariadb-PrivateEndpointConnections,https://api.apis.guru/v2/specs/azure.com/mariadb-PrivateEndpointConnections/2018-06-01-privatepreview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,"The Microsoft Azure management API provides create, read, update, and delete functionality for Azure MariaDB resources including servers, databases, firewall rules, VNET rules, security alert polic...",Cloud,true
azure-com-mariadb-PrivateLinkResources,https://api.apis.guru/v2/specs/azure.com/mariadb-PrivateLinkResources/2018-06-01-privatepreview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,"The Microsoft Azure management API provides create, read, update, and delete functionality for Azure MariaDB resources including servers, databases, firewall rules, VNET rules, security alert polic...",Cloud,true
azure-com-mariadb-QueryPerformanceInsights,https://api.apis.guru/v2/specs/azure.com/mariadb-QueryPerformanceInsights/2018-06-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,"The Microsoft Azure management API provides create, read, update, and delete functionality for Azure MariaDB resources including servers, databases, firewall rules, VNET rules, log files and config...",Cloud,true
azure-com-marketplaceordering-Agreements,https://api.apis.guru/v2/specs/azure.com/marketplaceordering-Agreements/2015-06-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,REST API for MarketplaceOrdering Agreements.,Cloud,true
azure-com-mediaservices-AccountFilters,https://api.apis.guru/v2/specs/azure.com/mediaservices-AccountFilters/2018-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,This Swagger was generated by the API Framework.,Cloud,true
azure-com-mediaservices-Accounts,https://api.apis.guru/v2/specs/azure.com/mediaservices-Accounts/2018-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,This Swagger was generated by the API Framework.,Cloud,true
azure-com-mediaservices-Assets,https://api.apis.guru/v2/specs/azure.com/mediaservices-Assets/2018-06-01-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,This Swagger was generated by the API Framework.,Cloud,true
azure-com-mediaservices-AssetsAndAssetFilters,https://api.apis.guru/v2/specs/azure.com/mediaservices-AssetsAndAssetFilters/2018-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,This Swagger was generated by the API Framework.,Cloud,true
azure-com-mediaservices-ContentKeyPolicies,https://api.apis.guru/v2/specs/azure.com/mediaservices-ContentKeyPolicies/2018-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,This Swagger was generated by the API Framework.,Cloud,true
azure-com-mediaservices-Encoding,https://api.apis.guru/v2/specs/azure.com/mediaservices-Encoding/2018-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,This Swagger was generated by the API Framework.,Cloud,true
azure-com-mediaservices-MediaGraphs,https://api.apis.guru/v2/specs/azure.com/mediaservices-MediaGraphs/2019-09-01-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,This Swagger was generated by the API Framework.,Cloud,true
azure-com-mediaservices-StreamingPoliciesAndStreamingLocators,https://api.apis.guru/v2/specs/azure.com/mediaservices-StreamingPoliciesAndStreamingLocators/2018-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,This Swagger was generated by the API Framework.,Cloud,true
azure-com-mediaservices-media,https://api.apis.guru/v2/specs/azure.com/mediaservices-media/2015-10-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Media Services resource management APIs.,Cloud,true
azure-com-mediaservices-streamingservice,https://api.apis.guru/v2/specs/azure.com/mediaservices-streamingservice/2019-05-01-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Streaming resource management client for Azure Media Services,Cloud,true
azure-com-migrate,https://api.apis.guru/v2/specs/azure.com/migrate/2018-02-02/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Move your workloads to Azure.,Cloud,true
azure-com-migrateprojects-migrate,https://api.apis.guru/v2/specs/azure.com/migrateprojects-migrate/2018-09-01-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Migrate your workloads to Azure.,Cloud,true
azure-com-mixedreality,https://api.apis.guru/v2/specs/azure.com/mixedreality/2019-02-28-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Mixed Reality Resource Provider REST API,Cloud,true
azure-com-mixedreality-proxy,https://api.apis.guru/v2/specs/azure.com/mixedreality-proxy/2019-12-02-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Mixed Reality Resource Provider Proxy API,Cloud,true
azure-com-mixedreality-remote-rendering,https://api.apis.guru/v2/specs/azure.com/mixedreality-remote-rendering/2019-12-02-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Mixed Reality Resource Provider Remote Rendering Resource API,Cloud,true
azure-com-mixedreality-spatial-anchors,https://api.apis.guru/v2/specs/azure.com/mixedreality-spatial-anchors/2019-12-02-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Mixed Reality Resource Provider Spatial Anchors Resource API,Cloud,true
azure-com-mobileengagement-mobile-engagement,https://api.apis.guru/v2/specs/azure.com/mobileengagement-mobile-engagement/2014-12-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Microsoft Azure Mobile Engagement REST APIs.,Cloud,true
azure-com-monitor-guestDiagnosticSettingsAssociation_API,https://api.apis.guru/v2/specs/azure.com/monitor-guestDiagnosticSettingsAssociation_API/2018-06-01-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,API to Add/Remove/List Guest Diagnostics Settings Association for Azure Resources,Cloud,true
azure-com-monitor-guestDiagnosticSettings_API,https://api.apis.guru/v2/specs/azure.com/monitor-guestDiagnosticSettings_API/2018-06-01-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,API to Add/Remove/List Guest Diagnostics Configuration to Azure Resources,Cloud,true
azure-com-monitor-metricAlert_API,https://api.apis.guru/v2/specs/azure.com/monitor-metricAlert_API/2018-03-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Azure Monitor client to create/update/delete metric based alerts.,Cloud,true
azure-com-monitor-metricsCreate_API,https://api.apis.guru/v2/specs/azure.com/monitor-metricsCreate_API/2018-09-01-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,A client for issuing REST requests to the Azure metrics service.,Cloud,true
azure-com-monitor-privateLinkScopes_API,https://api.apis.guru/v2/specs/azure.com/monitor-privateLinkScopes_API/2019-10-17-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Azure Monitor API reference for Private Links Scopes management.,Cloud,true
azure-com-monitor-scheduledQueryRule_API,https://api.apis.guru/v2/specs/azure.com/monitor-scheduledQueryRule_API/2018-04-16/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Azure Monitor client to create/update/delete Scheduled Query Rules,Cloud,true
azure-com-monitor-vmInsightsOnboarding_API,https://api.apis.guru/v2/specs/azure.com/monitor-vmInsightsOnboarding_API/2018-11-27-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,API to manage VM Insights Onboarding,Cloud,true
azure-com-msi-ManagedIdentity,https://api.apis.guru/v2/specs/azure.com/msi-ManagedIdentity/2018-11-30/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Managed Service Identity Client.,Cloud,true
azure-com-mysql,https://api.apis.guru/v2/specs/azure.com/mysql/2017-12-01-preview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,"The Microsoft Azure management API provides create, read, update, and delete functionality for Azure MySQL resources including servers, databases, firewall rules, VNET rules, log files and configur...",Cloud,true
azure-com-mysql-DataEncryptionKeys,https://api.apis.guru/v2/specs/azure.com/mysql-DataEncryptionKeys/2020-01-01-privatepreview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,"The Microsoft Azure management API provides create, read, update, and delete functionality for Azure MySQL resources including servers, databases, firewall rules, VNET rules, security alert policie...",Cloud,true
azure-com-mysql-PerformanceRecommendations,https://api.apis.guru/v2/specs/azure.com/mysql-PerformanceRecommendations/2018-06-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,"The Microsoft Azure management API provides create, read, update, and delete functionality for Azure MySQL resources including servers, databases, firewall rules, VNET rules, security alert policie...",Cloud,true
azure-com-mysql-PrivateEndpointConnections,https://api.apis.guru/v2/specs/azure.com/mysql-PrivateEndpointConnections/2018-06-01-privatepreview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,"The Microsoft Azure management API provides create, read, update, and delete functionality for Azure MySQL resources including servers, databases, firewall rules, VNET rules, security alert policie...",Cloud,true
azure-com-mysql-PrivateLinkResources,https://api.apis.guru/v2/specs/azure.com/mysql-PrivateLinkResources/2018-06-01-privatepreview/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,"The Microsoft Azure management API provides create, read, update, and delete functionality for Azure MySQL resources including servers, databases, firewall rules, VNET rules, security alert policie...",Cloud,true
azure-com-mysql-QueryPerformanceInsights,https://api.apis.guru/v2/specs/azure.com/mysql-QueryPerformanceInsights/2018-06-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,"The Microsoft Azure management API provides create, read, update, and delete functionality for Azure MySQL resources including servers, databases, firewall rules, VNET rules, security alert policie...",Cloud,true
azure-com-netapp,https://api.apis.guru/v2/specs/azure.com/netapp/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,Microsoft NetApp Azure Resource Provider specification,Cloud,true
azure-com-network,https://api.apis.guru/v2/specs/azure.com/network/2016-06-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-applicationGateway,https://api.apis.guru/v2/specs/azure.com/network-applicationGateway/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-applicationSecurityGroup,https://api.apis.guru/v2/specs/azure.com/network-applicationSecurityGroup/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-availableDelegations,https://api.apis.guru/v2/specs/azure.com/network-availableDelegations/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-availableServiceAliases,https://api.apis.guru/v2/specs/azure.com/network-availableServiceAliases/2019-08-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-azureFirewall,https://api.apis.guru/v2/specs/azure.com/network-azureFirewall/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-azureFirewallFqdnTag,https://api.apis.guru/v2/specs/azure.com/network-azureFirewallFqdnTag/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-bastionHost,https://api.apis.guru/v2/specs/azure.com/network-bastionHost/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-checkDnsAvailability,https://api.apis.guru/v2/specs/azure.com/network-checkDnsAvailability/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-ddosCustomPolicy,https://api.apis.guru/v2/specs/azure.com/network-ddosCustomPolicy/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-ddosProtectionPlan,https://api.apis.guru/v2/specs/azure.com/network-ddosProtectionPlan/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-endpointService,https://api.apis.guru/v2/specs/azure.com/network-endpointService/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-expressRouteCircuit,https://api.apis.guru/v2/specs/azure.com/network-expressRouteCircuit/2019-08-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-expressRouteCrossConnection,https://api.apis.guru/v2/specs/azure.com/network-expressRouteCrossConnection/2019-08-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,"The Microsoft Azure ExpressRouteCrossConnection Resource Provider REST APIs describes the operations for the connectivity provider to provision ExpressRoute circuit, create and modify BGP peering e...",Cloud,true
azure-com-network-expressRouteGateway,https://api.apis.guru/v2/specs/azure.com/network-expressRouteGateway/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-expressRoutePort,https://api.apis.guru/v2/specs/azure.com/network-expressRoutePort/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-firewallPolicy,https://api.apis.guru/v2/specs/azure.com/network-firewallPolicy/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-interfaceEndpoint,https://api.apis.guru/v2/specs/azure.com/network-interfaceEndpoint/2019-02-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-ipGroups,https://api.apis.guru/v2/specs/azure.com/network-ipGroups/2019-11-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-loadBalancer,https://api.apis.guru/v2/specs/azure.com/network-loadBalancer/2019-08-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-natGateway,https://api.apis.guru/v2/specs/azure.com/network-natGateway/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-networkInterface,https://api.apis.guru/v2/specs/azure.com/network-networkInterface/2018-01-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-networkProfile,https://api.apis.guru/v2/specs/azure.com/network-networkProfile/2019-08-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-networkSecurityGroup,https://api.apis.guru/v2/specs/azure.com/network-networkSecurityGroup/2019-08-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-networkWatcher,https://api.apis.guru/v2/specs/azure.com/network-networkWatcher/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-networkWatcherConnectionMonitorV1,https://api.apis.guru/v2/specs/azure.com/network-networkWatcherConnectionMonitorV1/2019-06-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-operation,https://api.apis.guru/v2/specs/azure.com/network-operation/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-privateEndpoint,https://api.apis.guru/v2/specs/azure.com/network-privateEndpoint/2019-08-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-privateLinkService,https://api.apis.guru/v2/specs/azure.com/network-privateLinkService/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-publicIpAddress,https://api.apis.guru/v2/specs/azure.com/network-publicIpAddress/2019-08-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-publicIpPrefix,https://api.apis.guru/v2/specs/azure.com/network-publicIpPrefix/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-routeFilter,https://api.apis.guru/v2/specs/azure.com/network-routeFilter/2019-08-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-routeTable,https://api.apis.guru/v2/specs/azure.com/network-routeTable/2019-08-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-serviceCommunity,https://api.apis.guru/v2/specs/azure.com/network-serviceCommunity/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-serviceEndpointPolicy,https://api.apis.guru/v2/specs/azure.com/network-serviceEndpointPolicy/2019-08-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-serviceTags,https://api.apis.guru/v2/specs/azure.com/network-serviceTags/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-usage,https://api.apis.guru/v2/specs/azure.com/network-usage/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-virtualNetwork,https://api.apis.guru/v2/specs/azure.com/network-virtualNetwork/2019-08-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
azure-com-network-virtualNetworkGateway,https://api.apis.guru/v2/specs/azure.com/network-virtualNetworkGateway/2019-07-01/swagger.json,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png,The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that cap...,Cloud,true
